,Word,Graphemes,Word Length,Number of Graphemes,Number of Vowels,Number of Consonants,Characters per Grapheme
6817,processing,p-r-o-ce-ss-i-ng,10,7,3,7,1.4285714285714286
6818,processor,p-r-o-ce-ss-or,9,6,3,6,1.5
6819,processors,p-r-o-ce-ss-or-s,10,7,3,7,1.4285714285714286
6820,procurement,p-r-o-cu-re-me-nt,11,7,4,7,1.5714285714285714
6821,produce,p-r-o-d-u-ce,7,6,3,4,1.1666666666666667
6822,produced,p-r-o-d-u-ce-d,8,7,3,5,1.1428571428571428
6823,producer,p-r-o-d-u-ce-r,8,7,3,5,1.1428571428571428
6824,producers,p-r-o-d-u-ce-r-s,9,8,3,6,1.125
6825,produces,p-r-o-d-u-ce-s,8,7,3,5,1.1428571428571428
6826,producing,p-r-o-d-u-ci-ng,9,7,3,6,1.2857142857142858
6827,product,p-r-o-d-u-ct,7,6,2,5,1.1666666666666667
6828,production,p-r-o-d-u-c-ti-o-n,10,9,4,6,1.1111111111111112
6829,productions,p-r-o-d-u-c-ti-o-n-s,11,10,4,7,1.1
6830,productive,p-r-o-d-u-ct-i-ve,10,8,4,6,1.25
6831,productivity,p-r-o-d-u-ct-i-v-it-y,12,10,4,8,1.2
6832,products,p-r-o-d-u-ct-s,8,7,2,6,1.1428571428571428
6833,profession,p-r-o-fe-ss-io-n,10,7,4,6,1.4285714285714286
6834,professional,p-r-o-fe-ss-io-n-al,12,8,5,7,1.5
6835,professionals,p-r-o-fe-ss-io-n-al-s,13,9,5,8,1.4444444444444444
6836,professor,p-r-o-fe-ss-r,9,6,3,6,1.5
6837,profile,p-r-o-f-i-le,7,6,3,4,1.1666666666666667
6838,profiles,p-r-o-f-i-le-s,8,7,3,5,1.1428571428571428
6839,profit,p-r-o-f-it,6,5,2,4,1.2
6840,profits,p-r-o-f-it-s,7,6,2,5,1.1666666666666667
6841,program,p-r-o-g-r-a-m,7,7,2,5,1.0
6842,programme,p-r-o-g-r-a-mm-e,9,8,3,6,1.125
6843,programmer,p-r-o-g-r-a-mm-er,10,8,3,7,1.25
6844,programmers,p-r-o-g-r-a-mm-er-s,11,9,3,8,1.2222222222222223
6845,programmes,p-r-o-g-r-a-mm-es,10,8,3,7,1.25
6846,programming,p-r-o-g-r-a-mm-i-ng,11,9,3,8,1.2222222222222223
6847,programs,p-r-o-g-r-a-m-s,8,8,2,6,1.0
6848,progress,p-r-o-g-r-e-ss,8,7,2,6,1.1428571428571428
6849,progressive,p-r-o-g-r-e-ss-i-ve,11,9,4,7,1.2222222222222223
6850,prohibited,p-r-o-h-i-b-it-ed,10,8,4,6,1.25
6851,project,p-r-o-j-e-ct,7,6,2,5,1.1666666666666667
6852,projected,p-r-o-j-e-ct-ed,9,7,3,6,1.2857142857142858
6853,projection,p-r-o-j-e-c-ti-o-n,10,9,4,6,1.1111111111111112
6854,projector,p-r-o-j-e-ct-or,9,7,3,6,1.2857142857142858
6855,projectors,p-r-o-j-e-ct-or-s,10,8,3,7,1.25
6856,projects,p-r-o-j-e-ct-s,8,7,2,6,1.1428571428571428
6857,prominent,p-r-o-m-i-ne-nt,9,7,3,6,1.2857142857142858
6858,promise,p-r-o-m-i-se,7,6,3,4,1.1666666666666667
6859,promised,p-r-o-m-i-s-ed,8,7,3,5,1.1428571428571428
6860,promises,p-r-o-m-i-se-s,8,7,3,5,1.1428571428571428
6861,promising,p-r-o-m-i-si-ng,9,7,3,6,1.2857142857142858
6862,promo,p-r-o-m-o,5,5,2,3,1.0
6863,promote,p-r-o-m-o-te,7,6,3,4,1.1666666666666667
6864,promoted,p-r-o-m-o-te-d,8,7,3,5,1.1428571428571428
6865,promotes,p-r-o-m-o-te-s,8,7,3,5,1.1428571428571428
6866,promoting,p-r-o-m-o-t-i-ng,9,8,3,6,1.125
6867,promotion,p-r-o-m-o-ti-o-n,9,8,4,5,1.125
6868,promotional,p-r-o-m-o-ti-o-n-al,11,9,5,6,1.2222222222222223
6869,promotions,p-r-o-m-o-ti-o-n-s,10,9,4,6,1.1111111111111112
6870,prompt,p-r-o-m-pt,6,5,1,5,1.2
6871,promptly,p-r-o-m-pt-l-y,8,7,1,7,1.1428571428571428
6872,proof,p-r-oo-f,5,4,2,3,1.25
6873,proper,p-r-o-p-er,6,5,2,4,1.2
6874,properly,p-r-o-p-er-l-y,8,7,2,6,1.1428571428571428
6875,properties,p-r-o-p-er-t-ie-s,10,8,4,6,1.25
6876,property,p-r-o-p-er-t-y,8,7,2,6,1.1428571428571428
6877,prophet,p-r-o-ph-et,7,5,2,5,1.4
6878,proportion,p-r-o-p-or-ti-o-n,10,8,4,6,1.25
6879,proposal,p-r-o-p-os-al,8,6,3,5,1.3333333333333333
6880,proposals,p-r-o-p-os-al-s,9,7,3,6,1.2857142857142858
6881,propose,p-r-o-p-o-se,7,6,3,4,1.1666666666666667
6882,proposed,p-r-o-p-o-se-d,8,7,3,5,1.1428571428571428
6883,proposition,p-r-o-p-os-i-ti-o-n,11,9,5,6,1.2222222222222223
6884,proprietary,p-r-o-p-r-ie-t-ar-y,11,9,4,7,1.2222222222222223
6885,pros,p-r-o-s,4,4,1,3,1.0
6886,prospect,p-r-os-p-e-ct,8,6,2,6,1.3333333333333333
6887,prospective,p-r-os-p-e-ct-i-ve,11,8,4,7,1.375
6888,prospects,p-r-os-p-e-ct-s,9,7,2,7,1.2857142857142858
6889,prostate,p-r-os-t-a-te,8,6,3,5,1.3333333333333333
6890,prostores,p-r-o-st-o-re-s,9,7,3,6,1.2857142857142858
6891,protect,p-r-ot-e-ct,7,5,2,5,1.4
6892,protected,p-r-ot-e-ct-ed,9,6,3,6,1.5
6893,protecting,p-r-ot-e-ct-i-ng,10,7,3,7,1.4285714285714286
6894,protection,p-r-ot-e-c-ti-o-n,10,8,4,6,1.25
6895,protective,p-r-ot-e-ct-i-ve,10,7,4,6,1.4285714285714286
6896,protein,p-r-o-t-ei-n,7,6,3,4,1.1666666666666667
6897,proteins,p-r-o-t-ei-n-s,8,7,3,5,1.1428571428571428
6898,protest,p-r-o-te-st,7,5,2,5,1.4
6899,protocol,p-r-o-t-o-c-ol,8,7,3,5,1.1428571428571428
6900,protocols,p-r-o-t-o-c-ol-s,9,8,3,6,1.125
6901,prototype,p-r-o-t-o-t-y-pe,9,8,3,6,1.125
6902,proud,p-r-ou-d,5,4,2,3,1.25
6903,proudly,p-r-ou-d-l-y,7,6,2,5,1.1666666666666667
6904,prove,p-r-o-ve,5,4,2,3,1.25
6905,proved,p-r-o-ve-d,6,5,2,4,1.2
6906,proven,p-r-o-ve-n,6,5,2,4,1.2
6907,provide,p-r-o-v-i-de,7,6,3,4,1.1666666666666667
6908,provided,p-r-o-v-i-d-ed,8,7,3,5,1.1428571428571428
6909,providence,p-r-o-v-i-de-nc-e,10,8,4,6,1.25
6910,provider,p-r-o-v-i-d-er,8,7,3,5,1.1428571428571428
6911,providers,p-r-o-v-i-d-er-s,9,8,3,6,1.125
6912,provides,p-r-o-v-i-d-es,8,7,3,5,1.1428571428571428
6913,providing,p-r-o-v-i-di-ng,9,7,3,6,1.2857142857142858
6914,province,p-r-o-v-i-nc-e,8,7,3,5,1.1428571428571428
6915,provinces,p-r-o-v-i-nc-es,9,7,3,6,1.2857142857142858
6916,provincial,p-r-o-v-i-nc-ia-l,10,8,4,6,1.25
6917,provision,p-r-o-v-i-si-o-n,9,8,4,5,1.125
6918,provisions,p-r-o-v-i-si-o-n-s,10,9,4,6,1.1111111111111112
6919,proxy,p-r-o-x-y,5,5,1,4,1.0
6920,psychiatry,ps-y-ch-ia-t-r-y,10,7,2,8,1.4285714285714286
6921,psychological,ps-y-ch-ol-o-gi-c-al,13,8,4,9,1.625
6922,psychology,ps-y-ch-ol-o-g-y,10,7,2,8,1.4285714285714286
6923,pub,p-u-b,3,3,1,2,1.0
6924,public,p-u-b-l-i-c,6,6,2,4,1.0
6925,publication,p-u-b-l-i-c-a-ti-o-n,11,10,5,6,1.1
6926,publications,p-u-b-l-i-c-a-ti-o-n-s,12,11,5,7,1.0909090909090908
6927,publicity,p-u-b-l-i-ci-t-y,9,8,3,6,1.125
6928,publicly,p-u-b-l-i-c-l-y,8,8,2,6,1.0
6929,publish,p-u-b-l-i-sh,7,6,2,5,1.1666666666666667
6930,published,p-u-b-l-i-sh-ed,9,7,3,6,1.2857142857142858
6931,publisher,p-u-b-l-i-sh-er,9,7,3,6,1.2857142857142858
6932,publishers,p-u-b-l-i-sh-er-s,10,8,3,7,1.25
6933,publishing,p-u-b-l-i-sh-i-ng,10,8,3,7,1.25
6934,pubs,p-u-b-s,4,4,1,3,1.0
6935,puerto,p-u-er-t-o,6,5,3,3,1.2
6936,pull,p-u-ll,4,3,1,3,1.3333333333333333
6937,pulled,p-u-ll-ed,6,4,2,4,1.5
6938,pulling,p-u-ll-i-ng,7,5,2,5,1.4
6939,pulse,p-ul-se,5,3,2,3,1.6666666666666667
6940,pump,p-u-m-p,4,4,1,3,1.0
6941,pumps,p-u-m-p-s,5,5,1,4,1.0
6942,punch,p-u-n-ch,5,4,1,4,1.25
6943,punishment,p-u-n-i-sh-me-nt,10,7,3,7,1.4285714285714286
6944,punk,p-u-n-k,4,4,1,3,1.0
6945,pupils,p-u-p-i-l-s,6,6,2,4,1.0
6946,puppy,p-u-pp-y,5,4,1,4,1.25
6947,purchase,p-ur-ch-a-se,8,5,3,5,1.6
6948,purchased,p-ur-ch-a-se-d,9,6,3,6,1.5
6949,purchases,p-ur-ch-a-se-s,9,6,3,6,1.5
6950,purchasing,p-ur-ch-a-si-ng,10,6,3,7,1.6666666666666667
6951,pure,p-u-re,4,3,2,2,1.3333333333333333
6952,purple,p-u-r-p-le,6,5,2,4,1.2
6953,purpose,p-ur-p-o-se,7,5,3,4,1.4
6954,purposes,p-ur-p-o-se-s,8,6,3,5,1.3333333333333333
6955,purse,p-ur-se,5,3,2,3,1.6666666666666667
6956,pursuant,p-ur-s-ua-nt,8,5,3,5,1.6
6957,pursue,p-ur-s-ue,6,4,3,3,1.5
6958,pursuit,p-ur-s-ui-t,7,5,3,4,1.4
6959,push,p-u-sh,4,3,1,3,1.3333333333333333
6960,pushed,p-u-sh-ed,6,4,2,4,1.5
6961,pushing,p-u-sh-i-ng,7,5,2,5,1.4
6962,pussy,p-u-ss-y,5,4,1,4,1.25
6963,put,p-ut,3,2,1,2,1.5
6964,puts,p-ut-s,4,3,1,3,1.3333333333333333
6965,putting,p-u-tt-i-ng,7,5,2,5,1.4
6966,puzzle,p-u-zz-le,6,4,2,4,1.5
6967,puzzles,p-u-zz-le-s,7,5,2,5,1.4
6968,python,p-y-th-o-n,6,5,1,5,1.2
6969,qatar,q-at-ar,5,3,2,3,1.6666666666666667
6970,quad,qu-a-d,4,3,2,2,1.3333333333333333
6971,qualification,qu-al-i-f-i-c-a-ti-o-n,13,10,7,6,1.3
6972,qualifications,qu-al-i-f-i-c-a-ti-o-n-s,14,11,7,7,1.2727272727272727
6973,qualified,qu-al-i-f-ie-d,9,6,5,4,1.5
6974,qualify,qu-al-i-f-y,7,5,3,4,1.4
6975,qualifying,qu-al-i-f-y-i-ng,10,7,4,6,1.4285714285714286
6976,qualities,qu-al-it-ie-s,9,5,5,4,1.8
6977,quality,qu-al-it-y,7,4,3,4,1.75
6978,quantitative,qu-a-nt-it-at-i-ve,12,7,6,6,1.7142857142857142
6979,quantities,qu-a-nt-it-ie-s,10,6,5,5,1.6666666666666667
6980,quantity,qu-a-nt-it-y,8,5,3,5,1.6
6981,quantum,qu-a-nt-u-m,7,5,3,4,1.4
6982,quarter,qu-ar-t-er,7,4,3,4,1.75
6983,quarterly,qu-ar-t-er-l-y,9,6,3,6,1.5
6984,quarters,qu-ar-t-er-s,8,5,3,5,1.6
6985,quebec,que-b-e-c,6,4,3,3,1.5
6986,queen,qu-ee-n,5,3,3,2,1.6666666666666667
6987,queens,qu-ee-n-s,6,4,3,3,1.5
6988,queensland,qu-ee-m-s-l-a-nd,10,7,4,6,1.4285714285714286
6989,queries,qu-er-ie-s,7,4,4,3,1.75
6990,query,qu-er-y,5,3,2,3,1.6666666666666667
6991,quest,que-st,5,2,2,3,2.5
6992,question,que-s-ti-o-n,8,5,4,4,1.6
6993,questionnaire,que-s-ti-o-nn-aire,13,6,7,6,2.1666666666666665
6994,questions,que-s-ti-o-n-s,9,6,4,5,1.5
6995,queue,que-ue,5,2,4,1,2.5
6996,quick,qu-i-ck,5,3,2,3,1.6666666666666667
6997,quickly,qu-i-ck-l-y,7,5,2,5,1.4
6998,quiet,qu-ie-t,5,3,3,2,1.6666666666666667
6999,quilt,qu-i-l-t,5,4,2,3,1.25
7000,quit,qu-it,4,2,2,2,2.0
7001,quite,qu-i-te,5,3,3,2,1.6666666666666667
7002,quiz,qu-i-z,4,3,2,2,1.3333333333333333
7003,quizzes,qu-i-zz-es,7,4,3,4,1.75
7004,quotations,qu-ot-a-ti-o-n-s,10,7,5,5,1.4285714285714286
7005,quote,qu-o-te,5,3,3,2,1.6666666666666667
7006,quoted,qu-o-te-d,6,4,3,3,1.5
7007,quotes,qu-o-te-s,6,4,3,3,1.5
7008,rabbit,r-a-bb-it,6,4,2,4,1.5
7009,race,r-a-ce,4,3,2,2,1.3333333333333333
7010,races,r-a-ce-s,5,4,2,3,1.25
7011,rachel,r-a-ch-e-l,6,5,2,4,1.2
7012,racial,r-a-ci-al,6,4,3,3,1.5
7013,racing,r-a-c-i-ng,6,5,2,4,1.2
7014,rack,r-a-ck,4,3,1,3,1.3333333333333333
7015,racks,r-a-ck-s,5,4,1,4,1.25
7016,radar,r-a-d-ar,5,4,2,3,1.25
7017,radiation,r-a-d-ia-ti-o-n,9,7,5,4,1.2857142857142858
7018,radical,r-a-di-c-al,7,5,3,4,1.4
7019,radio,r-a-di-o,5,4,3,2,1.25
7020,radios,r-a-di-o-s,6,5,3,3,1.2
7021,radius,r-a-di-u-s,6,5,3,3,1.2
7022,rage,r-a-ge,4,3,2,2,1.3333333333333333
7023,raid,r-ai-d,4,3,2,2,1.3333333333333333
7024,rail,r-ai-l,4,3,2,2,1.3333333333333333
7025,railroad,r-ai-l-r-oa-d,8,6,4,4,1.3333333333333333
7026,railway,r-ai-l-w-ay,7,5,3,4,1.4
7027,rain,r-ai-n,4,3,2,2,1.3333333333333333
7028,rainbow,r-ai-n-b-ow,7,5,3,4,1.4
7029,raise,r-ai-se,5,3,3,2,1.6666666666666667
7030,raised,r-ai-s-ed,6,4,3,3,1.5
7031,raises,r-ai-s-es,6,4,3,3,1.5
7032,raising,r-ai-s-i-ng,7,5,3,4,1.4
7033,raleigh,r-al-eigh,7,3,3,4,2.3333333333333335
7034,rally,r-a-ll-y,5,4,1,4,1.25
7035,ralph,r-al-ph,5,3,1,4,1.6666666666666667
7036,ram,r-a-m,3,3,1,2,1.0
7037,ran,r-a-n,3,3,1,2,1.0
7038,ranch,r-a-n-ch,5,4,1,4,1.25
7039,rand,r-a-nd,4,3,1,3,1.3333333333333333
7040,random,r-a-nd-o-m,6,5,2,4,1.2
7041,randy,r-a-nd-y,5,4,1,4,1.25
7042,range,r-a-ng-e,5,4,2,3,1.25
7043,ranger,r-a-ng-er,6,4,2,4,1.5
7044,rangers,r-a-ng-er-s,7,5,2,5,1.4
7045,ranges,r-a-ng-es,6,4,2,4,1.5
7046,ranging,r-a-ng-i-ng,7,5,2,5,1.4
7047,rank,r-a-n-k,4,4,1,3,1.0
7048,ranked,r-a-n-k-ed,6,5,2,4,1.2
7049,ranking,r-a-n-k-i-ng,7,6,2,5,1.1666666666666667
7050,rankings,r-a-n-k-i-ng-s,8,7,2,6,1.1428571428571428
7051,ranks,r-a-n-k-s,5,5,1,4,1.0
7052,rap,r-a-p,3,3,1,2,1.0
7053,rape,r-a-pe,4,3,2,2,1.3333333333333333
7054,rapid,r-a-p-i-d,5,5,2,3,1.0
7055,rapidly,r-a-p-i-d-l-y,7,7,2,5,1.0
7056,rapids,r-a-p-i-d-s,6,6,2,4,1.0
7057,rare,r-a-re,4,3,2,2,1.3333333333333333
7058,rarely,r-a-re-l-y,6,5,2,4,1.2
7059,rat,r-at,3,2,1,2,1.5
7060,rate,r-a.e-t,4,3,2,2,1.3333333333333333
7061,rated,r-a.e-t-d,5,4,2,3,1.25
7062,rates,r-a.e-t-s,5,4,2,3,1.25
7063,rather,r-a-th-er,6,4,2,4,1.5
7064,rating,r-at-i-ng,6,4,2,4,1.5
7065,ratings,r-at-i-ng-s,7,5,2,5,1.4
7066,ratio,r-a-t-io,5,4,3,2,1.25
7067,rational,r-a-t-io-n-al,8,6,4,4,1.3333333333333333
7068,ratios,r-a-t-io-s,6,5,3,3,1.2
7069,rats,r-at-s,4,3,1,3,1.3333333333333333
7070,raw,r-aw,3,2,1,2,1.5
7071,ray,r-ay,3,2,1,2,1.5
7072,raymond,r-ay-m-o-nd,7,5,2,5,1.4
7073,rays,r-ay-s,4,3,1,3,1.3333333333333333
7074,reach,re-a-ch,5,3,2,3,1.6666666666666667
7075,reached,re-a-ch-ed,7,4,3,4,1.75
7076,reaches,re-a-ch-es,7,4,3,4,1.75
7077,reaching,re-a-ch-i-ng,8,5,3,5,1.6
7078,reaction,re-a-c-ti-o-n,8,6,4,4,1.3333333333333333
7079,reactions,re-a-c-ti-o-n-s,9,7,4,5,1.2857142857142858
7080,read,r-ea-d,4,3,2,2,1.3333333333333333
7081,reader,r-ea-d-er,6,4,3,3,1.5
7082,readers,r-ea-d-er-s,7,5,3,4,1.4
7083,readily,r-ea-d-i-l-y,7,6,3,4,1.1666666666666667
7084,reading,r-ea-d-i-ng,7,5,3,4,1.4
7085,readings,r-ea-d-i-ng-s,8,6,3,5,1.3333333333333333
7086,reads,r-ea-d-s,5,4,2,3,1.25
7087,ready,r-ea-d-y,5,4,2,3,1.25
7088,real,r-ea-l,4,3,2,2,1.3333333333333333
7089,realistic,r-ea-l-i-st-i-c,9,7,4,5,1.2857142857142858
7090,reality,r-ea-l-it-y,7,5,3,4,1.4
7091,realize,r-ea-l-i-ze,7,5,4,3,1.4
7092,realized,r-ea-l-i-ze-d,8,6,4,4,1.3333333333333333
7093,really,r-ea-ll-y,6,4,2,4,1.5
7094,realm,r-ea-l-m,5,4,2,3,1.25
7095,realtor,r-ea-l-t-or,7,5,3,4,1.4
7096,realtors,r-ea-l-t-or-s,8,6,3,5,1.3333333333333333
7097,realty,r-ea-l-t-y,6,5,2,4,1.2
7098,rear,r-ea-r,4,3,2,2,1.3333333333333333
7099,reason,r-ea-s-o-n,6,5,3,3,1.2
7100,reasonable,r-ea-s-o-n-a-b-le,10,8,5,5,1.25
7101,reasonably,r-ea-s-o-n-a-b-l-y,10,9,4,6,1.1111111111111112
7102,reasoning,r-ea-s-o-n-i-ng,9,7,4,5,1.2857142857142858
7103,reasons,r-ea-s-o-n-s,7,6,3,4,1.1666666666666667
7104,rebate,re-b-a-te,6,4,3,3,1.5
7105,rebates,re-b-a-te-s,7,5,3,4,1.4
7106,rebecca,re-b-e-cc-a,7,5,3,4,1.4
7107,rebel,re-b-e-l,5,4,2,3,1.25
7108,rebound,re-b-ou-nd,7,4,3,4,1.75
7109,recall,re-c-a-ll,6,4,2,4,1.5
7110,receipt,re-c-ei-pt,7,4,3,4,1.75
7111,receive,re-c-ei-ve,7,4,4,3,1.75
7112,received,re-c-ei-ve-d,8,5,4,4,1.6
7113,receiver,re-c-ei-v-er,8,5,4,4,1.6
7114,receivers,re-c-ei-v-er-s,9,6,4,5,1.5
7115,receives,re-c-ei-v-es,8,5,4,4,1.6
7116,receiving,re-c-ei-v-i-ng,9,6,4,5,1.5
7117,recent,re-c-e-nt,6,4,2,4,1.5
7118,recently,re-c-e-nt-l-y,8,6,2,6,1.3333333333333333
7119,reception,re-c-e-p-ti-o-n,9,7,4,5,1.2857142857142858
7120,receptor,re-c-e-pt-or,8,5,3,5,1.6
7121,receptors,re-c-e-pt-or-s,9,6,3,6,1.5
7122,recipe,re-ci-pe,6,3,3,3,2.0
7123,recipes,re-ci-pe-s,7,4,3,4,1.75
7124,recipient,re-ci-p-ie-nt,9,5,4,5,1.8
7125,recipients,re-ci-p-ie-nt-s,10,6,4,6,1.6666666666666667
7126,recognised,re-c-o-gn-is-ed,10,6,4,6,1.6666666666666667
7127,recognition,re-c-o-gn-i-ti-o-n,11,8,5,6,1.375
7128,recognize,re-c-o-gn-i-ze,9,6,4,5,1.5
7129,recognized,re-c-o-gn-i-ze-d,10,7,4,6,1.4285714285714286
7130,recommend,re-c-o-mm-e-nd,9,6,3,6,1.5
7131,recommendation,re-c-o-mm-e-nd-a-ti-o-n,14,10,6,8,1.4
7132,recommendations,re-c-o-mm-e-nd-a-ti-o-n-s,15,11,6,9,1.3636363636363635
7133,recommended,re-c-o-mm-e-nd-ed,11,7,4,7,1.5714285714285714
7134,recommends,re-c-o-mm-e-nd-s,10,7,3,7,1.4285714285714286
7135,reconstruction,re-c-o-n-st-r-u-c-ti-o-n,14,11,5,9,1.2727272727272727
7136,record,re-c-or-d,6,4,2,4,1.5
7137,recorded,re-c-or-d-ed,8,5,3,5,1.6
7138,recorder,re-c-or-d-er,8,5,3,5,1.6
7139,recorders,re-c-or-d-er-s,9,6,3,6,1.5
7140,recording,re-c-or-d-i-ng,9,6,3,6,1.5
7141,recordings,re-c-or-d-i-ng-s,10,7,3,7,1.4285714285714286
7142,records,re-c-or-d-s,7,5,2,5,1.4
7143,recover,re-c-o-v-er,7,5,3,4,1.4
7144,recovered,re-c-o-v-er-ed,9,6,4,5,1.5
7145,recovery,re-c-o-v-er-y,8,6,3,5,1.3333333333333333
7146,recreation,r-e-c-r-ea-ti-o-n,10,8,5,5,1.25
7147,recreational,r-e-c-r-ea-ti-o-n-al,12,9,6,6,1.3333333333333333
7148,recruiting,re-c-r-ui-t-i-ng,10,7,4,6,1.4285714285714286
7149,recruitment,re-c-r-ui-t-me-nt,11,7,4,7,1.5714285714285714
7150,recycling,re-c-y-c-l-i-ng,9,7,2,7,1.2857142857142858
7151,red,r-ed,3,2,1,2,1.5
7152,redeem,re-d-ee-m,6,4,3,3,1.5
7153,redhead,r-ed-h-ea-d,7,5,3,4,1.4
7154,reduce,re-d-u-ce,6,4,3,3,1.5
7155,reduced,re-d-u-c-ed,7,5,3,4,1.4
7156,reduces,re-d-u-c-es,7,5,3,4,1.4
7157,reducing,re-d-u-c-i-ng,8,6,3,5,1.3333333333333333
7158,reduction,re-d-u-c-ti-o-n,9,7,4,5,1.2857142857142858
7159,reductions,re-d-u-c-ti-o-n-s,10,8,4,6,1.25
7160,reed,r-ee-d,4,3,2,2,1.3333333333333333
7161,reef,r-ee-f,4,3,2,2,1.3333333333333333
7162,reel,r-ee-l,4,3,2,2,1.3333333333333333
7163,ref,r-e-f,3,3,1,2,1.0
7164,refer,re-f-er,5,3,2,3,1.6666666666666667
7165,reference,re-f-er-e-nc-e,9,6,4,5,1.5
7166,referenced,re-f-er-e-nc-ed,10,6,4,6,1.6666666666666667
7167,references,re-f-er-e-nc-es,10,6,4,6,1.6666666666666667
7168,referral,re-f-e-rr-al,8,5,3,5,1.6
7169,referrals,re-f-e-rr-al-s,9,6,3,6,1.5
7170,referred,re-f-e-rr-ed,8,5,3,5,1.6
7171,referring,re-f-e-rr-i-ng,9,6,3,6,1.5
7172,refers,re-f-er-s,6,4,2,4,1.5
7173,refinance,re-f-i-n-a-nc-e,9,7,4,5,1.2857142857142858
7174,refine,re-f-i-ne,6,4,3,3,1.5
7175,refined,re-f-i-n-ed,7,5,3,4,1.4
7176,reflect,re-f-le-ct,7,4,2,5,1.75
7177,reflected,re-f-le-ct-ed,9,5,3,6,1.8
7178,reflection,re-f-le-c-ti-o-n,10,7,4,6,1.4285714285714286
7179,reflections,re-f-le-c-ti-o-n-s,11,8,4,7,1.375
7180,reflects,re-f-le-ct-s,8,5,2,6,1.6
7181,reform,re-f-or-m,6,4,2,4,1.5
7182,reforms,re-f-or-m-s,7,5,2,5,1.4
7183,refresh,re-f-re-sh,7,4,2,5,1.75
7184,refrigerator,re-f-r-i-g-er-at-or,12,8,5,7,1.5
7185,refugees,re-f-u-g-ee-s,8,6,4,4,1.3333333333333333
7186,refund,re-f-u-nd,6,4,2,4,1.5
7187,refurbished,re-f-ur-b-i-sh-ed,11,7,4,7,1.5714285714285714
7188,refuse,re-f-u-se,6,4,3,3,1.5
7189,refused,re-f-u-se-d,7,5,3,4,1.4
7190,regard,re-g-ar-d,6,4,2,4,1.5
7191,regarded,re-g-ar-d-ed,8,5,3,5,1.6
7192,regarding,re-g-ar-d-i-ng,9,6,3,6,1.5
7193,regardless,re-g-ar-d-le-ss,10,6,3,7,1.6666666666666667
7194,regards,re-g-ar-d-s,7,5,2,5,1.4
7195,reggae,re-gg-ae,6,3,3,3,2.0
7196,regime,re-g-i-me,6,4,3,3,1.5
7197,region,re-g-io-n,6,4,3,3,1.5
7198,regional,re-g-io-n-al,8,5,4,4,1.6
7199,regions,re-g-io-n-s,7,5,3,4,1.4
7200,register,re-gi-st-er,8,4,3,5,2.0
7201,registered,re-gi-st-er-ed,10,5,4,6,2.0
7202,registrar,re-gi-st-r-ar,9,5,3,6,1.8
7203,registration,re-gi-sr-r-a-ti-o-n,12,8,5,7,1.5
7204,registry,re-gi-st-r-y,8,5,2,6,1.6
7205,regression,re-g-r-es-si-o-n,10,7,4,6,1.4285714285714286
7206,regular,re-g-u-l-ar,7,5,3,4,1.4
7207,regularly,re-g-u-l-ar-l-y,9,7,3,6,1.2857142857142858
7208,regulated,re-g-u-l-at-ed,9,6,4,5,1.5
7209,regulation,re-g-u-l-a-ti-o-n,10,8,5,5,1.25
7210,regulations,re-g-u-l-a-ti-o-n-s,11,9,5,6,1.2222222222222223
7211,regulatory,re-g-u-l-at-or-y,10,7,4,6,1.4285714285714286
7212,rehab,re-h-a-b,5,4,2,3,1.25
7213,rehabilitation,re-h-a-b-i-l-it-a-ti-o-n,14,11,7,7,1.2727272727272727
7214,reid,r-ei-d,4,3,2,2,1.3333333333333333
7215,reject,re-j-e-ct,6,4,2,4,1.5
7216,rejected,re-j-e-ct-ed,8,5,3,5,1.6
7217,relate,re-la-te,6,3,3,3,2.0
7218,related,re-l-at-ed,7,4,3,4,1.75
7219,relates,re-l-at-es,7,4,3,4,1.75
7220,relating,re-l-at-i-ng,8,5,3,5,1.6
7221,relation,re-l-a-ti-o-n,8,6,4,4,1.3333333333333333
7222,relations,re-l-a-ti-o-n-s,9,7,4,5,1.2857142857142858
7223,relationship,re-l-a-t-io-n-sh-i-p,12,9,5,7,1.3333333333333333
7224,relationships,re-l-a-t-io-n-sh-i-p,13,9,5,8,1.4444444444444444
7225,relative,re-l-a-t-i-ve,8,6,4,4,1.3333333333333333
7226,relatively,re-l-a-t-i-ve-l-y,10,8,4,6,1.25
7227,relatives,re-l-a-t-i-ve-s,9,7,4,5,1.2857142857142858
7228,relax,re-l-a-x,5,4,2,3,1.25
7229,relaxation,re-l-a-x-a-ti-o-n,10,8,5,5,1.25
7230,relay,re-l-ay,5,3,2,3,1.6666666666666667
7231,release,re-l-ea-se,7,4,4,3,1.75
7232,released,re-l-ea-s-ed,8,5,4,4,1.6
7233,releases,re-l-ea-s-es,8,5,4,4,1.6
7234,relevance,re-l-e-v-a-nc-e,9,7,4,5,1.2857142857142858
7235,relevant,re-l-e-v-a-nt,8,6,3,5,1.3333333333333333
7236,reliability,re-l-ia-b-i-l-it-y,11,8,5,6,1.375
7237,reliable,re-l-ia-b-le,8,5,4,4,1.6
7238,reliance,re-l-ia-nc-e,8,5,4,4,1.6
7239,relief,re-l-ie-f,6,4,3,3,1.5
7240,religion,re-l-i-g-io-n,8,6,4,4,1.3333333333333333
7241,religions,re-l-i-g-io-n-s,9,7,4,5,1.2857142857142858
